No,text
1479,@Ben yg sabar dekk😂
1480,@?????:day 1 bantai tim badut yang ngaku ngaku raja🤡😝😭
1481,"Keep your heads up, boys."
1482,taunt pa rrq buti nga sainyo
1483,season ke season bersedih
1484,"RENDY NANGISNYA JANGAN LAMA LAMAAA YAAA, bounce back 🫶🏻"
1485,toy g bisa selain Granger apa??
1486,Lebih ke jangan selebrasi sebelum hasil akhirr 😂😂
1487,kalian masih di kingdom bukan? 🙂
1488,HERO BACXIA hyper ngapai🤝🤝🤝
1489,Nomer 2 tidak seburuk itu yok bisa yok rrq
1490,"kalo ngga bisa menang mending jangan ke final de, cuma bikin ngga bisa tidur aja🙃😅"
1491,too much glaze rrq cry 😆 onic id deserve the win
1492,semangat rrq kami tetap terus mendukung mu
1493,"cape bgt Runner up Mulu,kapan juaranya,ini baru mpl apalagi msc,aduh gbisa berharap deh"
1494,Still a nice game RRQ it was actually neck-to-neck FIGHTING 🤜👊✊
1495,tiba tiba banget banyak fans onic😂
1496,sejak kejadian M1 rrq di hantui kutukan runner up😞
1497,waktu nya onic bangun dari tidur nya
1498,Toyy push mmr granger? 😆
1499,Ending yg gampang ditebak😂
1500,pinauna na nga gusto pa manalo wag ganun😂
1501,🥺🥺🔥🔥
1502,"rispek rrq :D they already give their best apalagi dyrenn, tp fans + ceo nya ga dlu 🫣"
1503,tetep kingdom semenjak rrq O2 sampe sekarang. ga pernah yg namanya musiman.
1504,udah ya main raja rajaan nya🙏
1505,Lemon maen please
1506,satpam tropy 🤏
1507,"comeback strong RRQ 👍👍
meski sedikit kecewa tapi bakal nemenin sampai menjadi juara lagi
#bukankingdomabal2"
1508,the stepping stone BAHAHA
1509,kumar ni bos
1510,jdi selama ini rrq kurang apa?
1511,🙏🏻🙏🏻🙏🏻
1512,rrq nt cok🙃
1513,"nt"" season depan moga bisa juara 1"
1514,Masi bisa kok msc
1515,runer up lagii nyesekk Bett😭
1516,respect buat rrq🤓
1517,duta runer up😹
1518,badut lokal parah 😂
1519,udah laa bg masih sakit rasanya 🥹💔
1520,🥰
1521,"the kingdom of runner up ,😂😂😂😂"
1522,"I SAW UAYFU,NT💞💞"
1523,semoga bisa ketemu lagi di final msc💙💛🧡
1524,Navy season depan juara woi
1525,rrq bisa nangis??
1526,tips 1 klo mau angkat trofi jgn di rrq🤭😹😭
1527,comeback stronger 💪
1528,el runner up
1529,gpp smgt lagi yaa😁
1530,nooo😭
1531,lagi dan lagi rrq ku
1532,sabar RRQ 😭
1533,@haoboyyy
1534,nt kingdom
1535,vivarrq
1536,defeat ba sila
1537,"tetap semangat kingdom, we are still pround of you💗💗💗"
1538,pengen nangis cuy sumpah
1539,gw lebih salfok sama yuka😭😭
1540,👍👍👍
1541,❤️
1542,sorry RRQ
1543,🗿keinget rinz pas di kill pharsa
1544,gpp kalah mpl intinya lolos ewc. semangat rrq
1545,"saya sebagai fams ttp semangat ya, mngkin rezekinya di MSC Aminn. bole kritik gk? Semoga rinz bisa improve, kurangi buat mistake soalnya mistake kecil dari rinz jadi hal yg tidak baik🙏🏻"
1546,yg penting baxia
1547,"wkwkwkw rinz sekedar mainan dimata king sanz, tim badut 🤣"
1548,"@⚊Lyn. 🦢 , ☘️🪞:walaupun aku mendukung onic, tetap semangat RRQ 💪"
1549,jangan patah semangat ya
1550,😋
1551,...
1552,"@azka:kasian bnget liat dyrenn di mdl belum pernah juara di mpl runner up sampe berseason season, tetep semangat lekk"
1553,ayolah RRQ sampe kapan PHP kan kami terus
1554,ini waktunya kita bukan onic ×99
1555,Pak ap tolong dulu manggil Skylar
1556,"back two back juara❌
back two back Runner up ✅
runner up Mulu bjir😭
(tertawa tapi teluka😹)"
1557,"Emang udah langganan, pas mau dapet piala gak mau dibawa pulang 😅"
1558,ttap smangat RRQ 😊
1559,"Kalah sih tapi, ngga tega liat lek @rrq_dyrennn pasti sakit banget udah berjuang tapi belum rejeki RRQ Comeback Strong🧡"
1560,mpl settingan bjirrr masa raja dari segala raja kalah ? sdh pasti ini ada mafia dibaliknyaa
1561,runner up kok berkelanjutan
1562,kasian dyren bjir😭😭😭
1563,waifu is sumpa onic ph lose rrq indo lose 🤣🤣
1564,itu dia nt nt
1565,hahahaha
1566,nt ya rrq semangat masih ada msc 😁
1567,"aku sonic, buat rrq semangat yaww🫂"
1568,"gelok, rrq sih tim paling konsisten yh selama beberapa season ini"
1569,🧡🧡
1570,"udah ya main raja2 an nya,kan udah tau sendiri siapa Raja nyaa"
1571,lagi mpl sempet”nya push mmr granger🗿
1572,sekelas lemon aja muak melihat team kesayangan ini🙈
1573,skylar kembalilah RRQ mu menunggu mu
1574,good job guys im proud you
1575,good job guys im always support you all
1576,"Dulu RRQ menang, sekarang ONIC menang"
1577,the real goat
1578,GG WP Try next time
1579,"menang kaget
runner up udah biasa bang"
1580,"cmn karena dukung onic sendiri di kenalan, di katain ultras seblak ancrit 🗿"
1581,hilang kerjaan. di jauhin temen. di tinggal pacar. oshi grad. MU kalah. rrq kalah😭😭😭😭😭
1582,Lokal pride🗿
1583,"draft pick game trakhir nya kureng banget
ditambah pharsa nya Sanz dilepas mulu"
1584,don't cry babys❤️
1585,🔥
1586, [photo]
1587,RRQ SMNGTTTT (ak sonic)
1588,tetep respect walapun lawan nya badut 🤡🙏
1589,"banyak""kin belunder aja lagi padahal game 6 dikit lagi juara tpi ap belunder dikit nt kena combeck dehhh"
1590,🥺
1591,"™:SAVERO: HARITH ,ERITHEL, WANWAN, CLAUDE .💪💪💪💪
TOYY: GRANGER GRANGER GRANGER GRANGER 😅😂😂😂 BANG BANG 😅😅😅"
1592,"banyakin blunder nya rrq, udah unggul malah blunder KOCAKK"
1593,"pick kaja buat ngiket ayam, mahal kairi😹"
1594,😞😞😞
1595,nangis aku min🙂
1596,hahahah
1597,"ganti gold, mid, junglenya"
1598,pertamaaa
1599,dyrenn pas pelukan ama kiboyy 😔
1600,🔥🔥🔥
1601,TANPA SKAYLAR BISA APA?
1602,penyakit rrq emang bgitu semua team di sapu bersih pas final jadi dongok😂
1603,apa ganti tim aja kali ya season depan!
1604,kasih ruangan buat teriak² min biar pemain bisa ngeluapin semua emosinya
1605,🥰🥰🥰
1606,2024 kalah 2025 kalah 2026 kalah
1607,keep strong @teamrrq riset dan fokus nanti di Riyadh semoga bisa bawa pulang piala ke Indonesia
1608,kembalikan bang ler kami pa ap
1609,semoga lebih improve lagi di msc🧡🧡
1610,CONGRATS PARIN SAINYO💗🫶🏻
1611,"pesimis liat rrq di panggung ewc karena secara mental kena,,pasti ngaruh kedalam game,y,,,liat nantii kalo bagus berarti improve kalo nda bagus berarti ga da mental juara,,😁😁"
1612,semngat rrq kami tetep suport kalian 🥰
1613,respect rrq semangatt its okayy you can try again
1614,"aku dari malaysia , sumpah aku tetap sokong RRQ walaupon kalah atau menang ."
1615,ONIC NIH BOS
1616,"it's ok, masih ada waktu kok"
1617,3 tahun puasa 🗿
1618,😂
1619,Mau sampai kapan RUNER up terus?🙂
1620,"jangan buru buru senang, karna msc akan datang. biarkan rrq berjuang, meskipun akan jadi pecundang -dyren"
1621,biasakan nonton RRQeon sampai runner-up😂
1622,mengejek adalah saudara yang terkutuk NT RRQ
1623,sepertinya dyren dah cape runner-up
1624,sengat geeeessssss💪💪💪💪💪☺️
1625,"Someone loses, someone wins."
1626,nasibnya sama kayak arsenal🗿
1627,ngapain pada sedih kan onic menang🤣🤭
1628,gpp king dari pada season 13...season ter.....🤡
1629,"walaupun duta runner-up, tapi hati ini masih untuk kingdom."
1630,Toyy: Bang! Bang! Bang!
1631,"2season jagain piala 🏆 tim lain, arsenal nya mpl id😁"
1632,nice try rrq!! you still did your best!!
1633,Konsisten
1634,EVOS lahhh M1
1635,comeback stronger for the 7 or 9 times? I forgot
1636,mentalitas juara 2🥴
1637,Nt hoshi comeback stronger
1638,puas banget liatnya😂
1639,gapapa juara 2 bertahan mahal mahal
1640,kalian masih kongdomkan😂😂
1641,"sayang rrq,nag kakalat na si kiboy ehh di parin nanalo"
1642,🥵
1643,game ke 4 dan 5 sudah ketemu solusinya malah game 6 7 drafnya gak kuat real bukan soal mekanik soal badan dan cc
1644,@𝑳 𝑨 𝑵 𝑿 𝒁
1645,"BISA YOKKKK 😁😁😁
pasti bisaaaa💪💪"
1646,aku rrq 😊
1647,"Angkat kepala mu brother ..
Kita berjuang lagi di MSC ..
keep strong ..🔥🔥🔥🔥🔥🔥"
1648,entah mengapa vibe rrq kalah senang banget👿
1649, [photo]
1650,@Inna
1651,tanggung jawab RRQ besar banyak hatersnya gerak dikit serba salah semangat ya RRQ🧡🔥
1652,Forever RRQ 🥰Keep going
1653,game terakhir jir draft pick rrqny
1654,gelooo efek dari coach yeb dari bawah sampai juara
1655,🥰🥰🥰
1656,CHOKER
1657,DIATAS LANGIT ADA ONIC
1658,deserve HAHA
1659,semangattt rrq
1660,rrq fans [photo]
1661,belum pantes si juara harus d ganti mid nya😂
1662,@moutenkai ovrox urg pemaen onic ter respect sedunia 🤬🤬😝😝😏😜💥🔥
1663,🙏🏻🙏🏻🙏🏻
1664,"Ada yang selebrasi tembak tembak dor dor, ada yang metal, ujung ujungnya semuanya hanya pertunjukan untuk merayakan kemenangan sang raja 🔥"
1665,kutukan mulu runner up😭
1666,Kongdom
1667,🥺🥺🥺
1668,🥰
1669,"aku mendukung onic tapi nyesek ngeliat RRQ sedih gini.
tetap semangat rrq😉"
1670,ksiang dlia e🗿
1671,another runner up🗿
1672,arsenal versi moba🗿
1673,😢🤣🤣
1674,blunder momen m1 ke ukir kembali😂
1675,❤️
1676,semangat RRQ makasih perjuangan mu luar biasa.. you tetap semangat
1677,RRQUIT
1678,😂😂😂
1679,kok si toy ngk tembak-tembak lagi min? 🤭
1680,"pas 3-2:bukan era onic lagi,Rrq lawan ayam😹
pas 4-3:kalian masih rrq kan😿, respect lah😡,tanpa ph bisa apa😂"
1681,@ᥫ᭡𝒄𝒉𝒆𝒏_𝒚𝒊𝒉𝒆𝒏𝒈🏀⛹️‍♂️
1682,sedih banget co
1683,GG ONIC NT RRQ SALAM SONIC DARI YOHANES BAIK
1684,MAKANYA JGN FIRST PICK BAXIA
1685,nice try❤️
1686,NT RRQ🔥
1687,"lu keren bangettt dari 2-0 jadi 2-3 ada perlawan, ga kaya sebelah pas 4 - 0"
1688,😳
1689,padahal gua itu sutsujin😁
1690,semangat terus rrq
1691,"ramdam ko ung sakit, kahit nga simpling palaro sa school matatalo kayo ng team mo tatatak talaga ung sakit"
1692,semalam padahal dahh koar²😂😂😂
1693,pdhl prediksi ku yang juara rrq tapi ya begitulah belum rizkinya
1694,DRYRENN THROW
1695,2x runner up🗿😂
1696,kindom sejatii🧡🧡
1697,🔥🔥 kingdom
1698,dua kali runner up pasti pecah di msc
1699,season depan yang mau ganti pemain lagi kah Rrq
1700,"@Kennyyy‼️cpe dukung rrq, selalu runner up, tapi gw masih dukung kok🗿"
1701,🥺🥺🥺
1702,jir lah 3 kali jagain piala tim lain
1703,malah pick haya choack
1704,pengen nangis gw liat dyren🥺🥺🥺
1705,🥰
1706,lebih hina dari apa?😂😂😂😂
1707,change name next season RRCHOKE
1708,"kebanyakan blundernya game 6 kaya kebelet banget pengen juara aturan klo game masih berjalan jangan mikirin juara dulu yg penting fokus maen, jangan mikirin juara dulu"
1709,TETAP MENYERAH JGN SEMANGAT DUT 🤡
1710,🥰
1711,"semangat terus buat rrq dan jangan menyerah, semangat dari sonic :)"
1712,"Gapapa banget klo kita harus kalah lagi yang jelas tetap konsisten dan tetap saling dukung sesama tim sendiri
#rrqselaludihati#rrqgakpernahtergantikan#sayangrrqselamanya"
1713,gak tega liat dyren nangis😭😭 @rrq_dyrennn
1714,mm nya aja cmn bsa granger ngarep win mpl + ewc lawak
1715,Selebrasi toy 🤣
1716,"lagian pick baxia Ama haya, kan bannyak counter nya"
1717,uda ya maen raja rajaannya😂
1718,respect
1719,sutsujin gak jago² amat lepasin aja
1720,don't worry RRQ is still kings
1721,ohh ini dream team?
1722,Kongdom2 spesialis runner up gini aja terus tiap season 🤣🤣
1723,kok bisa kalah ya padahal udah combeck RRQ
1724,another comeback stronger rrq
1725,ternyata bener perkataan tazz tentang mental sutsujin 🔥🔥
1726,bantu like vt terbaru ku
1727,semogaa piala msc bisa di bawah pulang oleh Indonesia ntah itu onic atau rrq semngat yaaa trs 🤩🤩
1728,tandain ges 'jangan recall recall kalo belom kelar'😹😹 [photo]
1729,@Nuevo💞🫰🫶
1730,cuma bisa ganjar
1731,Nt RRQ
1732,terlahir untuk kingdom mana matipun ttp kingdom. temani mereka dari awal bkn datang atau pergi di saat mereka susah. ayok ttp semangat 🔛🔥
1733,TOY EL GRANGER 😹😹😹
1734,"second again olee olee, second again olee olee"
1735,"GG ONIC NT RRQ PROVOK MINGGIR DLU, URUS AJA SNA TEAM NYA GA LOLOS🤪#ROYALBESTIE"
1736,gpp banyak fans biru yg ngatain
1737,rrq slalu sja lepas Hero power musuh udah tau kalah Ama cou lepas Mulu counya
1738,lagi dan lagi runner-up
1739,keep strong
1740,MENCINTAI ONIC TAPI TIDAK MEMBENCI RRQ💛🧡
1741,knapa blunderr siii diren
1742,bumarilll pa kasi e
1743,Game 6-7 seven lamang sila palagi sa umpisa kaso mid game nagkanya kanya ulit ayon talo
1744,"it ' s okey next try , gapapaa kok Masi ada banyak waktu"
1745,melihat lihat sjaa
1746,Na unang nang taunt eh HAHAHA
1747,banyakin selebrasi nya toy🔥😹
1748,masa gw di usir kingdom jir di warkop perkara nobar pake baju onic aneh bgt bjir mana gw udh pesen makanan sama minum di suruh pulang 🤣
1749,"still congrats guysss, you played well!!!👏👏👏👏💗💗💗"
1750,kita emang sakit hati karna mereka kalah tapi kita harus support mereka bagaimana pun cara karna di saat seperti inilah kita di butuhkan
1751,kesiannya lek dyreen
1752,Respect ya smua soalny Onin menang lawan ayam kek nya🤡🤣
1753,nt bg
1754,"semangat terus rrq, kingdom mah seterah"
1755,saya kingdom dari era lemon sampai sekarang masih setia jadi ingdom 🧡🧡🧡
1756,brawl fight b nmn eh haha
1757,lebih sedih liat dyren dri pada yg lain
1758,semangat terus rrq😭😭😭gpp kalah tahun yg akan datang buktikan kesemua orng💪💪💪💪💪sedih itu pasti🫶🫶🫶🫶🥹
1759,dyrennn smngt idola gua🔥
1760,ganyan din namn po kami nong natalo ang Onic Ph
1761,🔥
1762,udah jadi sodara arsenal rupanya
1763,keep strong rrq 💞
1764,🙏
1765,😁
1766,udahan main kingkingan nya yaa
1767,tampa skaylar😌
1768,bukan era onic lagi katanya 😂🗿
1769,"Aku sonic tapi tetep dukung RRQ kalau lagi tanding,RRQ keren team hebat,semangat ya"
1770,"jagoan ku kalah😭
tetap semangat la rrq🔥🔥"
1771,Gak tega liat mereka sedih karena kalah lagi di GF terlebih lek dyren
1772,gua Sonic tetep respect sih
1773,RRQ
1774,GG👍👍👍
1775,"semangat rrq
sonic"
1776,yang naik panggung knp rave ya bukan NMM
1777,butuh banget hazle sama @rrq_skylar
1778,tembak tembak toy toy toy🤭
1779,Kenapaa yaa rrq kalah di final teruss 🙂😭
1780,saya sudah muak dengan kongdom
1781,berapa slot pergi msc?
1782,"Toyy jangan di mainin de
dia cuma bisa 3 hero granger, granjar, ganjaran😂😂😂"
1783,puas banget liatnya😂
1784,Salfok sama Yuka ngelus kepala Michelle 🥹🥹
1785,semangat terus rrq kalian pasti bisa salam dari sonicc 🥰
1786,ini waktu nya onic bukan waktu nya raja rajaan hhhh
1787,Selebrasi toy😂
1788,forever RRQ
1789,gpp bg yg penting udh berusaha
1790,arsenal nya mlbb
1791,deserve
1792,Turu yamm
1793,moment savero maniac🔥
1794,"@fans_onic 🦔🖤💛:mencintai onic tanpa membenci rrq🧡💛
tetap semangat ya rrq🙏❤"
1795,semangat in aja brok
1796,raja? 😭🙏
1797,setia itu mahal mau kalah atau menang tetep rrq💝
1798,"GABISA COK, MASIH NANGIS AKUU"
1799,toy mana selebrasi tembak nya
1800,kasian nya dah pensi aja ma itu
1801,d³53r7e 😆
1802,rrq ku pensi aja 🤣
1803,woi aku nangisin ini smleman😩
1804,tetep strong RRQ dan Kingdom
1805,"congrats yang buat sonic, saya hanya respect tidak berlebihan🤝"
1806,another comeback stronger nanaman rrq? HAHAHAHA
1807,ttp semangat rrq🔥 masih ada season berikutnya
1808,kembaliinn skylarr🥲☹️
1809,😁
1810,#RAJARUNNERUP
1811,@youktheo lu harus masuk rrq deh ngab🤔
1812,ini coach nya kenapaa siii kasi ujin hayabusukkkj
1813,"maaf banget nih kalo terkesan menyinggung, tpi lain kali kingdom dijaga deh ketikannya yg gak respect sma tim lain, tkutnya banyak yg doain gak menang, makanya sllu hmpir menang tpi gak jadi jadi🙏🏻"
1814,"sakit min tolongg😢,dari malam tadi gabisa tidurr,lebih sakit ini daripada putus cinta😢"
1815,"sayang bngt ngapain pick baxia itu rrq, padahal first pick harusnya ambil pharsa, sampe 4/3 match itu pick baxia🥲"
1816,semangat terus RRQ🥳
1817,respect ke fans rrq yang sampe sekarang ngedukung🔥🔥
1818,yuka🗿
1819,@yzammmmm 😭😭😭😭😭 sedihh
1820,jadi duta Runner up gini rrq sekarang tiap divisi rata²runner up semua
1821,"blunder game 6 adalah kesalahan fatal, mental jadi down pas game 7"
1822,pew pew qi
1823,😁
1824,APKAH RRQ ad kesamaan dngan ARSENAL??
1825,"aaaa kasiannn aaaa,,,, 😂😂"
1826,"Untung gw dukung temen gua sendiri, padahal dark sistem tapi bnyak cewenya"
1827,dyrennn
1828,kingdom menghilang kahhhh🤭
1829,Dyren😢
1830,"apapun itu hasilnya gua tetap jadi fans setia rrq yg gua dukung dari 7 tahun yg lalu, selamat buat onic juga kita berjuang bareng² di msc🧡💛"
1831,"savero : harit, wan wan, iritel, Claude,
toy : granger, Ganjar, gerenjer, genjer"
1832,draft terakhir gak ngotak🤣🤣🤣🤣
1833,"Sampai Kapanpun Mereka Hanya Berada di Nomer 2 not Number One, Alasan Onic kemrin mengalah karena mereka ingin membuktikan, satu kesempatan terakhir akan selalu berguna jikalau selalu berusaha, Nice Onic You Are The Best"
1834,"terima aja rrq masih belum siap jdi team kuat , hastag 1 ga membuktikan kalau rrq yang paling hebat , sedangkan onic memang dari dulu udh siap jdi team kuat di indo , bayangin dari #9 sampe bantai” yang di atas 🤣"
1835,DREAM TEAM MPL S15 by voting
1836,kenapa harus pick granger sih?mana pick nha awalan lagi enggak di pick ke 4/5
1837,beneran konsisten jadi runner up😹
1838,mau tidur malah keinget selebrasi toyy😹
1839,"tetap angkat kepala kalian guys,masih ada satu pembuktian lagi...di MSC nanti buktikan kalo kalian bisa lebih baik lagi"
1840,🔥🔥🔥
1841,"nt rrq, btb runner up"
1842,qingdom mau disuapin seblak gak🤭🤭🤭
1843,Agak seringan g sih biar cuan live strip nya di lama2in ajrrr padahal onic bisa menang cepat tuh🥵
1844,baxia sm ganjar se bagus itukah bg? sampe di pick terus
1845,kejadian yg ke berapa kali?
1846,rinz are you okay?
1847,skylar sedih ga ia liat dyren. . 🙁
1848,"semangat terus rrq, comeback stronger ya, aku tunggu kalian angkat piala lagi🥹"
1849,toy el granger
1850,semangat
1851,Khezcute melupakan kutukan yve game 7 bejir🗿
1852,"💛💛💛 disini kita tau siapa rajanya🦔💛💛
jadi cukup yh maen raja²an😂"
1853,@dickydimasss: onic menyelamatkan dunia dari kebisingan😹
1854,@Nadine:bang itu lutpi di match akhir emg sengaja pick cici buat ngiket 5 ayam yah😅
1855,bosen runner-up terus wk
1856,Tembak tembaknya mana toy🤣
1857,Keep strong my favorite team❤️😊
1858,lekk dyrennn🥹
1859,"gapapa, rrq juaranya di msc 🗿"
1860,nt bangettt rrrq 😂
1861, [photo]
1862,"bounceback lekkkkkk, msc angkat piala yukk @rrq_dyrennn"
1863,kalo menang beda cerita 🤭
1864,Raja dari segala raja🔥🔥🔥🔥
1865,asli sedih banggat oe😭😭😭😭😭😭
1866,inimah Arsenal ml
1867,"Savero: Harit,Irithel.wanwan.claude
Toyy: Granger.Ganjar.Granger.Ganjar😂"
1868,"semangat terus buat RRQ, jangan pernah menyerah dan coba lagi season depan#SONIC💛🧡🥰"
1869,semngaty🥰
1870,kecewa bngat pic heronya
1871,😌😌😌😌
1872,"NT hoshi, n thx udh kasih match seru👍. Semangat dan salam dr fans💛"
1873,yessss
1874,kamu tau gak persamaan arsenal sama rrq?
1875,nice try hoshii season depan mungkin rezekinya #champs
1876,makasih yang udah respect di veldrom tadi makasih sonic yang udah tos tos an sama peluk hangat dikit tadi
1877,puasa lagi dah wkwkwk
1878,buahahahay
1879,🤣
1880,Intronisia
1881,"ga sedih sii,rrq main full indo, lebih sedih kmrn klh lwn TLID.."
1882,tetap kingdom
1883,"aing dukunggg sampe kapapun ini team,nicetryyy"
1884,kesalahan coach nya nyuruh dyren pakai baxia exp🥲
1885,tetapp rrq 🧡🧡
1886,"tetepp semangatt rrqku kalian sudahhh baguss kokk mainnyaa,,next time kalian pastii bisaaa menangg.semangatt rrq🧡🧡🧡"
1887,NICE TRY CUYY
1888,pake aja baxia exp
1889,gpp kalian keren hoshi😘
1890,mage nya bege
1891,nice try RRQ 🥹
1892,Gak bisa berkata2 tapi hati ini masih tetap RRQ 😭
1893,yeb tolongin yeb🤭
1894,ez bett ezz
1895,Still proud of you rrq♥️♥️
1896,nyata rrq gabisa tdr wkwk
1897,AYOO SEASON DEPAN ONIC FULL INDOO
1898,"respect buat kingdom🙏,onic punya mental juara jadi wajar kalo onic jadi juara,dan untuk rrq dia punya mental runner-up jadi ya udh runner-up aja gausah ngarep menang awokwok"
1899,Congrats Onic GG RRQ. kalian semua hebat
1900,"@urvision @Candra kingdom baik sedih, kingdom jahat tambah koar2🗿"
1901,izin pamit undur diri🙏
1902,toy mode ngepus mmr greger di mpl
1903,"udah di bilang ujung""nya juga onic yg juara"
1904,dyren gnti klo mau juara
1905,sakit bgt cooo udh kaya arsenal ni tim😭
1906,dyren pasti capek ya😢
1907,Passive mode on 😅🙏🏻
1908,game match point kenapa banyak gerakan blunder ya allahh😭😭
1909,okla 4-3 dari yg sebelah 4-0 mcm main rank pun bukan classic kali
1910,gua fans ae sedih banget sumpa pengen banget liat dyrenn juara mpl anjirrr
1911,udh d atas ekspektasi gw sih.. gw ngiranya bakal 4-0/4-1 soalnya
1912,"yang menang onic, yang kalah rrq, yg komen fans sebelah 😂😂🔥🔥"
1913,strong boys
1914,iya kan bener...#dutarunnerup...😂😂😂
1915,"siapa yg kalah kita tetep respec
saat rrq kalah kingdom menghilang dari lane"
1916,"lek sumpah kesian banget liat lu,hasil kerja keras ber sisen"" tapii ujung"" nyaa runner lagii,keep improve guyss
#vivarrq"
1917,👍🏻👍🏻
1918,masih ingatkan diawal² brisiknya minta ampun eh pas final kok ga brisik lagi 😂
1919,😹😹😹
1920,Kenapa onic ga pick kaja lagi buat ngiket ayam yah 🫣
1921,🥺🥺
1922,Baxia Penghancur poin
1923,nt king😔
1924,"UDH LAH GA USH JADI FANS FOMO, LAGIAN RUNNER-UP JUGA GA JELEK-JELEK BNGT. EMNG SEASON INI BUKAN REZEKI NYA RRQ AJA. YG PENTING MASIH NYIMPEN TIKET SMC RIYADH, SMOGA AJA REZEKINY D RIYADH🤲🤲🤘"
1925,semangat 🔥king
1926,game ke 6 itu si duren asik sendiri
1927,Push MMR Granger Mulu seh 🤭
1928,ripal gua menang jir
1929,"kerenn dari mdl mereka wee,bisa runner up gini"
1930,spesialisasi 2😁
1931,sperti biasa cumb sampe finall🤣
1932,masuk rave Runner up Mulu dah
1933,GL MSC 🧡
1934,kalo geek yang maen nggk bakal rame.untung ada rrq yang ramehen walau cuma jadi penghibur👍
1935,yahahhaa😂🤣
1936,game ke 6 bener bener mental berbicara
1937,NT king
1938,rivalll trenggiling win anzayy
1939,toy pus MMR Granger
1940,"2 la, onic, rrd x prh menang dgn srg nay a pak karim kan."
1941,😁😁
1942,Rajan runner-up🔥
1943,let tolong ler🤭😹
1944,keep strong king💪🏻💪🏻
1945,respect walawpun tadi onic lawan ai
1946,"udh dulu main raja"" an nya"
1947,dyren nangis di kasih baxia exp😂
1948,Coach RRQ Udah Ga Ngurusin Draft Yang Penting isi perut😭🗿🤣😂
1949,kesalahan nya adalah baxia exp jadi kalah
1950,"bukan fomo atau engga kingdom cuma dari jaman irrad dan ferxiic rrq selalu ngeremehin musuh dan banyak blundernya, mau ganti roaster ataupun coach kalo mainnya seperti itu engga akan pernah bisa"
1951,the real runner up
1952,"Kalau RRQ juara pasti fans nya wah banget di sosmed , pas RRQ kalah hmmm nyalahin ini itu mulai dari player sampe coach. Cba sono lu main gantiin tuh player dah mau liat gua. Stay strong RRQ, gua sonic dan kita harap RRQ dan Onic bisa lebih baik buat ke depan nya terutama di ajang internasional. Kita harus buktiin bahwa indo kali ini bisa juara internasional"
1953,Huuuu huuu huuuu huuu 🤣🤣
1954,tim yang selalu konsisten
1955,"ayolah give some respect gw juga tau gimana kemarin pas onic terpuruk, kingdom berisik cuma Sonic tuh gak berisik, berisik boleh tapi ada bates nya. comeback stronger 💪🏻 rrq"
1956, [photo]
1957,"nt mau kesel sama rinz banyak mistake nya... mekanik ujin susah imbangi kairi, toyy juga kurengg bet sering banget masuk"" padahal skill"" dari player onic masih pada ready, dyren juga udah banyak bersinar tapi kejauhan dari tiem jadi gadak feedback, terlalu menyepelekan 1 - 2 pick off dari onic, dah lah ga mau komen banyak karna onic juga pakek roster kuat + coach yeb 🙏"
1958,raja dari segala raja Runner up 🔥🔥
1959,Rajanya runer up🗿
1960,"selamat onicc atas juara nya lagiii, respect🥰💛🧡"
1961,2 sisen runer up Mulu 🤡
1962,Pls jgn ada yg hujat 😭
1963,More and more 😌
1964,"#Rinzout
#Rinzout"
1965,raja tetap lah raja
1966,Semangat RRQ Masi Ada MSC Yang Harus Di Bawa Pulang Ke GH
1967,😭😭😭
1968,@Jarr
1969,tetep bangga dengan pencapaian roster full indo ☺️
1970,RRQ R NYA RUNNER-UP 😂😂😂
1971,"kebiasaan RRQ selalu starsyndrom kalo lagi unggul, Rinz harus banyakin evaluasi si, but stay strong RRQ💛🦔"
1972,king Runner up 🤔
1973,😳😳😳
1974,"kebiasaan buruk onic, kalo udah menang dan gabut suka bagi2 point 😑"
1975,Mesti kalah di akhir🗿
1976,semangat terus
1977,"4 kata lucu :turun lower bantai onic😹🤓
rrq: raja runeer up quit"
1978,nt buat rrq terimakasih telah berjuang
1979,😁
1980,para mavia belum saatnya rrq di kasih juara maaf saya kindom tapi saya gk nonton live karna udh tau hasilnya bakalan gmn 🙏😁
1981,gatau knp sutsujin kalo pake haya kayak keramat gitu ya
1982,"Gatau kenapa kayak benci aja gitu kalau rrq udh main di game 7☺️, 2 season #2, always game 7 ytta."
1983,udahlah capek 2x runner-up terosss
1984,🧡
1985,"tidur ah, malem ini nyenyak bgt kek nya😘"
1986,mimpi😂
1987,NT lah
1988,"kukira embun pagi, ternyata tangisan kingdom😹"
1989,"NT RRQ COME BACK STRONGER
NEXT SEASON #sonic 🧡💛"
1990,sonic full senyum
1991,"coba tadi kalau di meach 6 langsung n, pas onic tinggal 2 pemain, mungkin skornya 4-2"
1992, [photo]
1993,Rrq💪 kingdom selalu buat kalian🥰❤️❤️❤️
1994,sedih udah unggul tapi kalah juga
1995,😂
1996,lagi dan lagi pasif rrq keluar
1997,duta runner-up mending kumar🤭 [photo]
1998,🦔🦔🦔🦔 - 👑👑👑
1999,"RRQ team apaan?!
NAVI punya xyve, jago mm!!"
2000,from #9 to champion its onic time 😜
2001,sudah biasa😌 keepp strong rrq semoga lebih baik kedepannya 🔥😌
2002,#NAME?
2003,penyfong gnjar si roy jir lah
2004,sllu tidak respect draft pick lwn☹️
